ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,Truyện Trinh Thám - Kiếm Hiệp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_31873.jpg,Biểu Tượng Thất Truyền (Tái Bản 2020),Dan Brown,NXB Lao Động,2020,Bìa Cứng,"Thông tin tác giả:

Sinh ngày 22 tháng 6 năm 1964 tại New Hampshire, đông bắc Hoa Kỳ. Ông bắt đầu sự nghiệp văn chương từ năm 1996 và liên tục gặt hái rất nhiều thành công. Cuốn tiểu thuyết Biểu tượng thất truyền đã góp phần đưa tên tuổi của ông vươn ra xa tầm thế giới khi phá vỡ các kỷ lục về doanh thu và trở thành một trong những cuốn sách trinh thám bán chạy nhất trong lịch sử.

Brown có niềm say mê với mật mã, biểu tượng kết hợp yếu tố lịch sử và nghệ thuật, đó cũng là đề tài nổi bật trong các tác phẩm của ông. Dan Brown không chỉ là bậc thầy trong việc khám phá ra những bí mật của thế giới xung quanh, mà còn có biệt tài biến tác phẩm của mình thành tập hợp câu đố đầy kích thích, gây cho người đọc sự tò mò cũng như ngỡ ngàng cao độ. Hiện nay, sách của ông được dịch ra hơn bốn mươi thứ tiếng khác nhau trên khắp thế giới.

Thông tin tác phẩm:

Biểu tượng thất truyền là cuốn sách đưa người đọc song hành cùng nhà biểu tượng học lừng danh Robert Langdon trong cuộc hành trình tới thủ đô nước Mỹ và khám phá bức màn bí mật về Hội Tam Điểm – một hội kín có lịch sử lâu đời, cuốn quanh mình vô vàng biểu tượng và truyền thuyết kỳ bí. Trên thực tế, toàn bộ câu chuyện chỉ diễn ra trong vỏn vẹn mười hai tiếng, địa điểm chỉ khoanh vùng ở thủ đô Washington, nhưng không gian và thời gian xây dựng trên ký ức nhân vật lại bao trùm suốt chiều dài lịch sử, tôn giáo, triết học, lý luận, giả kim, và nghệ thuật của cả đất nước.

Trên tất cả, Biểu tượng thất truyền chính là một hành trình hồi tưởng và truy nguyên, là lời nhắc nhở thế nhân về những điều họ đã bỏ quên trong quá khứ. Hơn lúc nào hết, đồng hành với những phát minh tương lai, con người cũng cần chấn hưng hiểu biết về bước tiếp những thành tựu của tiền nhân trước khi chúng thất truyền mãi mãi.",175,20,(11 đánh giá),0,219.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180559.jpg,Viết Cho Những Điều Bé Nhỏ: Khi Quá Buồn Hãy Tưới Nước Cho Một Cái Cây,Trương Huỳnh Như Trân,NXB Kim Đồng,2018,Bìa Mềm,"Hãy cứ nhìn một đứa bé đang tưới nước cho một cái cây, bạn sẽ thấy mọi thứ đơn giản hơn nhiều. Đứa bé ba tuổi biết cẩn thận cầm bình tưới, nghiêng vừa đủ để nước từ từ chảy xuống chậu cây nhỏ bé. Nỗi buồn tuần tự tan đi. Đứa bé sẽ học được bài học mới mẻ đầu đời: nỗi buồn là tất yếu, và cũng sẽ tất yếu tan mau, chỉ cần mình khéo một chút, kiên nhẫn một chút thôi…

Từng chút, từng chút một, mẹ là “người bạn lớn” dạy con những bài học nho nhỏ đầu đời…

Mẹ thủ thỉ rù rì, mẹ ầu ơ ví dầu, mẹ mang cho tuổi thơ con hôm nay nơi phố thị đủ đầy tình yêu đất đồng xứ sở và niềm vui thơ ngây với cỏ cây, mưa nắng… Tuổi thơ mẹ, tuổi thơ con kết nối bằng sợi dây mẫu tử thiêng liêng và kì diệu, bằng dây bầu dây bí trên ban công nhà phố và những thức quà ấu thơ…",25,10,(1 đánh giá),0,28.000 đ
Tiếng Việt,Phóng Sự - Ký Sự - Phê Bình Văn Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_229243.jpg,Miền Đất Hứa Của Tôi - Khải Hoàn Và Bi Kịch Của Israel (Tái Bản 2018),Ari Shavit,NXB Thế Giới,2018,Bìa Cứng,"Miền Đất Hứa Của Tôi - Khải Hoàn Và Bi Kịch Của Israel (Tái Bản 2018)
Miền đất hứa của tôi là cuộc phiêu lưu cá nhân của một người Israel, băn khoăn trước ngập tràn biến cố lịch sử trên quê hương mình. Đây là một hành trình vượt không gian và thời gian của một người sinh ra tại Israel, nhằm khám phá câu chuyện đại sự của dân tộc mình. Thông qua lịch sử gia đình, lịch sử cá nhân và các bài phỏng vấn sâu, Shavit đã cố gắng tiếp cận câu chuyện sâu xa hơn và những câu hỏi sâu sắc hơn về Israel, về sự định hình tương lai của người Do Thái.
Đây là một trong những cuốn sách quan trọng và có tác động mạnh mà Ari Shavit viết nhằm phục hồi cảm giác về thực tính của Israel và say sưa với nó, để khôi phục lại sự hùng vĩ của một thực tế đơn giản trong cái nhìn đầy đủ về các sự kiện phức tạp. Miền đất hứa của tôi gây ngạc nhiên về nhiều mặt, nhất là việc nó tương đối ít chú trọng tới việc cung cấp cho người đọc các thông tin về chính trị. Shavit, nhà bình luận trong ban biên tập của Haaretz, có một tư duy độc lập, không bị ảnh hưởng bởi bất kỳ học thuyết nào. Ông viết không để ca ngợi hay đổ lỗi, dù trong quá trình ấy ông đã làm cả hai điều này, thay vào đó, với sự uyên bác và tài hùng biện; ông viết để quan sát và phản ánh.
Đây là cuốn sách ít thiên vị nhất về Israel. Một cuốn sách Phục quốc Do Thái nhưng không bị kích động bởi chủ nghĩa phục quốc. Nó nói về toàn thể trải nghiệm Israel. Shavit đắm mình trong toàn bộ lịch sử của đất nước mình. Dù một số sự kiện trong đó làm ông tổn thương, song không gì là xa lạ đối với ông. Ông đã viết một chương xuất sắc về chính trị gia tham nhũng nhưng đầy sức hút, Aryeh Deri, và sự trỗi dậy trên chính trường của tôn giáo dòng Sephardi tại Israel, qua đó minh họa rõ nét tầm hiểu biết của mình.
Tuy nhiên thật may đây không phải là một cuốn hồi ký; nó là một cuộc điều tra được viết với văn phong gần gũi. Shavit khám phá xã hội của ông với sự tỉ mỉ của một người đàn ông cảm thấy bản thân mình gắn với số phận của nó, và ông không ngần ngại nói về sự tan rã của nước cộng hòa Israel trong những năm gần đây.
Theo quan sát của ông “Trong vòng chưa đầy 30 năm, Israel đã trải qua bảy cuộc nổi loạn trong nước khác nhau: cuộc nổi dậy của người định cư, các cuộc nổi dậy hòa bình, cuộc nổi dậy vì tự do tư pháp, cuộc nổi dậy phương Đông, cuộc nổi dậy của dòng Chính thống cực đoan, cuộc nổi dậy của chủ nghĩa khoái lạc cá nhân và cuộc nổi dậy của người Israel gốc Palestine.” Ông lo lắng, có lẽ có phần hơi quá, rằng đất nước ông đang tan rã: “Quốc gia khởi nghiệp này phải tự khởi động lại”. Chắc chắn là không có tình tiết giảm nhẹ nào cho sự bất bình đẳng kinh tế và xã hội mà ông mô tả, hoặc những xáo trộn hoàn toàn các chính sách định cư trong vùng lãnh thổ mà Israel có một mối quan tâm khẩn cấp và lâu dài trong việc di tản.
Nhưng những lời khuyên và khích lệ của Shavit rằng “luận điểm cũ về nghĩa vụ và sự cam kết đã được thay thế bằng một luận điểm mới về sự phản kháng và chủ nghĩa khoái lạc”, và “thách thức trước mắt là thách thức giành lại quyền lực quốc gia”, là u ám và khắc nghiệt hơn so với giọng văn đầy nhiệt huyết và phóng khoáng trong cuốn sách. Và khái niệm “quyền lực quốc gia” thì đi kèm với những mối liên hệ không mấy hấp dẫn. Vùng đất hỗn loạn và ồn ào trong Miền đất hứa của tôi sẽ không thể được chữa lành chỉ với những cố gắng đơn thuần để đưa nó trở lại bình thường như trước đây.",214,20,(4 đánh giá),0,268.000 đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935230008903.jpg,Không Gia Đình (Trí Việt),Hector Malot,NXB Văn Học,17-Jun,Bìa Cứng,"Không Gia Đình là tiểu thuyết nổi tiếng nhất trong sự nghiệp văn chương của Hector Malot. Hơn một trăm năm nay, tác phẩm giành giải thưởng của Viện Hàn Lâm Văn học Pháp này đã trở thành người bạn thân thiết của thiếu nhi và tất cả những người yêu mến trẻ khắp thế giới. 
Không Gia Đình kể về chuyện đời Rémi, một cậu bé không cha mẹ, họ hàng thân thích. Sau khi phải rời khỏi vòng tay của người má nuôi, em đã đi theo đoàn xiếc thú của cụ già Vitalis tốt bụng. Kể từ đó, em lưu lạc khắp nơi, ban đầu dưới sự che chở của cụ Vitalis, sau đó thì tự lập và còn lo cả công việc biểu diễn và sinh sống cho cả một gánh hát rong. Đã có lúc em và cả đoàn lang thang cả mấy ngày đói khát rồi còn suýt chết rét. Có bận em bị lụt ngầm chôn trong giếng mỏ hàng tuần. Rồi có lần em còn mắc oan  bị giải ra tòa và phải ở tù. Nhưng cũng có khi em được nuôi nấng đàng hoàng, no ấm. Song dù trong hoàn cảnh nào, Rémi vẫn giữ được sự gan dạ, ngay thẳng, lòng tự trọng, tính thương người, ham lao động chứ không hạ mình hay gian dối. Cuối cùng, sau bao gian nan khổ cực, em đã đoàn tụ được với gia đình của mình. 
Tác phẩm đã ca ngợi sự lao động bền bỉ, tinh thần tự lập, chịu đựng gian khó, khích lệ tình bạn chân chính. Ca ngợi lòng nhân ái, tình yêu cuộc sống, ý chí vươn lên không ngừng…Không Gia Đình vì thế đã vượt qua biên giới nước Pháp và tồn tại lâu dài với thời gian.",105,18,(10 đánh giá),30745,129.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974150800.jpg,Ngũ Quái Sài Gòn 03 - Chuyện Của Thạch Sầu Đời Và Hoàng Lãng Tử,Bùi Chí Vinh,NXB Trẻ,17-Sep,Bìa Mềm,"Ngũ Quái Sài Gòn 03 - Chuyện Của Thạch Sầu Đời Và Hoàng Lãng Tử
Ngũ quái Sài Gòn là bộ sách khá nổi tiếng của tác giả Bùi Chí Vinh đã ra đời cách đây 20 năm. Vào thời điểm ra mắt, bộ sách đã được bạn đọc đón nhận nồng nhiệt và đã được chuyển thể thành phim truyền hình 15 tập. Sách và phim đều xoay quanh những vụ án và diễn biến phức tạp của bọn tội phạm đa phần là những thanh thiếu niên sống lang thang và thiếu sự giáo dục của xã hội và gia đình. Trước hiện thực đó, một nhóm 5 thiếu niên đã thành lập nhóm ngũ quái, và bằng những kĩ năng khác nhau, họ âm thầm giúp lực lượng cảnh sát chống phá những băng nhóm tội phạm nguy hiểm. Không sợ nguy hiểm, hành động với mục đích  mang lại hòa bình và trật tự cho thành phố là phương châm của nhóm.
Tập 3 gồm hai vụ án khác nhau: Vụ án xe pháo mã/ Kho tàng ngà voi. Sách có minh họa đẹp và có chỉnh sửa, bổ sung so với lần in cách đây 20 năm.",42,15,(0 đánh giá),0,50.000 đ
Tiếng Việt,Huyền Bí - Giả Tưởng - Kinh Dị,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_225536.jpg,Percy Jackson Và Các Vị Thần Trên Đỉnh Olympus - Phần 4.5: Hồ Sơ Á Thần (Tái Bản 2021),Rick Riordan,NXB Lao Động,2021,Bìa Mềm,"Hồ Sơ Á Thần gồm 3 câu chuyện phiêu lưu nguy hiểm nhất của Percy Jackson mà chưa từng được kể ra trước đây. Bạn sẽ nhận ra cách cậu ấy chạm trán với những người bất tử và các cậu con trai tồi tệ của thần Ares như thế nào. Bạn sẽ khám phá ra sự thật về con rồng bằng đồng, từ trước đến nay được xem là huyền thoại duy nhất ở Trại Con Lai. Và bạn sẽ khám phá ra cách thần Hades có được vũ khí bí mật mới như thế nào, và cách Percy bị ép buộc trở thành một phần trong cấu tạo của nó mà cậu ấy không nhận biết được. Những câu chuyện này được viết ra không phải để đe dọa các bạn, nhưng điều quan trọng là bạn nhận ra được rằng cuộc đời của một anh hùng có thể nguy hiểm như thế nào.",63,15,(0 đánh giá),0,75.000 đ
Tiếng Việt,Phóng Sự - Ký Sự - Phê Bình Văn Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_226231.jpg,Để Thành Nhà Văn (Tái Bản 2021),Thu Giang Nguyễn Duy Cần,NXB Trẻ,2021,Bìa Mềm,"Để Thành Nhà Văn là cuốn sách hướng dẫn người đọc cách trở thành nhà văn, không chỉ giỏi về kỹ thuật viết mà còn về nhân cách, tinh thần của một nhà văn chân chính. Qua cuốn sách này, tác giả Nguyễn Duy Cần đã trao đổi với bạn đọc một cách chân tình những kinh nghiệm và bí quyết để trở thành nhà văn, nhà phê bình văn học đứng đắn và xứng đáng với tên gọi của nó.",42,15,(0 đánh giá),0,50.000 đ
Tiếng Việt,Sách Ảnh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/t/r/truyen-kieu-tu-ke_bia-1.jpg,Truyện Kiều Tự Kể,Nhiều Tác Giả,NXB Kim Đồng,2020,Bìa Cứng,"Truyện Kiều Tự Kể
Truyện Kiều là kiệt tác của nền văn học Việt Nam. Các nhân vật trong tác phẩm đã được Nguyễn Du thổi hồn, khắc họa bằng ngôn từ điêu luyện, để tất cả trở nên chân thực, với sức sống vượt ra khỏi đường biên không gian và thời gian. Hai trăm năm qua, Truyện Kiều không chỉ hiện diện trong đời sống thi ca, mà từng nhân vật trong truyện thơ đã từ trang sách hội nhập vào nếp nghĩ, lời ăn tiếng nói, hòa quyện trong từng hơi thở, nhịp tim người Việt.
Nhiều thập niên qua, Truyện Kiều trở thành nguồn cảm hứng cho các loại hình nghệ thuật. Thế nhưng từng nhân vật trong truyện thơ ấy nghĩ gì? Thực ra họ là ai? Nếu sống ở hôm nay, họ muốn gì và sẽ nói gì? Những câu hỏi ấy sẽ được hé mở phần nào trong Truyện Kiều tự kể. Những bộc bạch sắc bén cùng những bức tranh tuyệt đẹp mang đến cho chúng ta cái nhìn đa diện hơn, hấp dẫn hơn về danh tác này. Để từ đó, trong hơi thở của thời đại mới, ta càng yêu hơn Truyện Kiều và Nguyễn Du.
Thông tin tác giả:
Tác giả Cao Nguyệt Nguyên
Sinh năm 1990 tại Quảng Yên, Quảng Ninh
Tốt nghiệp khoa Văn Học, trường Đại học Khoa học Xã hội và Nhân văn Hà Nội
Giải thưởng cuộc thi Truyện ngắn Tạp chí Văn nghệ Quân đội (2013 - 2014)
Giải thưởng Văn học Hạ Long (2015 - 2017)
Sách đã in
Trăng màu hổ phách (NXB Văn hóa Văn nghệ, 2015)
Chuột Chi Hô lên thành phố (NXB Mỹ Thuật, 2016)
A lê hấp - Ké Xanh (NXB Thanh Niên, 2017)
Nguyện của đêm (NXB Trẻ, 2018)
12 họa sĩ: Hoàng Giang, Thùy Dung, Khang Lê, Vườn Illustration, Lê Đức Hùng, Tuấn Thanh, Nikru, Khoa Lê, Tôn Nữ Thị Bích Trâm, Nguyễn Hoàng Dương, Cù Quyên, KAA Illustration.",180,5,(0 đánh giá),0,190.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/u/n/untitled-7_2_2.jpg,iKON Fanbook - Tặng Kèm 1 Mega Poster Khổ A1,Báo Sinh Viên Việt Nam - Hoa Học Trò,Báo Sinh Viên Việt Nam - Hoa Học Trò,18-Jun,Bìa Mềm,"iKON Fanbook
Nếu hỏi rằng trong nửa đầu năm 2018, ai là nghệ sĩ trở lại ấn tượng nhất, câu trả lời không thể là ai khác ngoài iKON. Với những thành tích ấn tượng của “Love Scenario”, iKON sẽ là nghệ sĩ tiếp theo xuất hiện trên fanbook - ấn phẩm sách dành cho thần tượng được yêu thích nhất.
iKON Fanbook sẽ ra mắt vào ngày 19/06/2018 và quyển sách này sẽ là một hành trình đáng nhớ giúp bạn nhìn lại những khó khăn lẫn niềm vui mà iKON đã có được trong 3 năm hoạt động của mình.",67,10,(0 đánh giá),0,75.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_50112.jpg,Tinh Hoa Văn Chương Việt - Cá Bống Mú,NXB Văn Học,NXB Văn Học,2020,Bìa Mềm,"Tháng 10 năm 1952, tại phân liên khu miền Tây, truyện ngắn Cá bống mú ra đời dưới ngòi bút tài hoa của nhà văn Đoàn Giỏi. Đây là một trong những tác phẩm cho thấy cuộc sống của người dân Nam Bộ khi phải chịu khổ cực, bị đàn áp, bóc lột dã man dưới tay bọn thực dân và cường hào, địa chủ. Ông đã khắc họa thành công nhân vật Đấu, một thanh niên có tuổi thơ đầy đau khổ khi phải ly tán tha hương chỉ vì bọn thống trị tàn ác. Tay hương cả Hùng cướp ruộng đất khiến bố anh phải chết trong miệng cá vì mưu sinh, hắn còn dùng thuốc độc giết mẹ anh một cách tàn nhẫn và làm anh phải rời xa người con gái mình yêu. Cá bống mú là một bức tranh sinh động khắc họa rõ nét cuộc sống của người dân xóm Kèo Nèo khi ấy với tình làng nghĩa xóm sâu đậm của cụ Tám Hiền, Tư U, Kim Diêu,…ai ai cũng biết mình khổ nhưng không thể nào cứu mình ra khỏi nỗi cay đắng ấy. Với Đấu, giác ngộ cách mạng được trở thành Đảng viên và được đứng trong hàng ngũ vinh dự ấy như ánh sáng soi đường để anh và người dân có một cuộc sống ấm no, yên bình mà không phải chịu cảnh đói nghèo, bom rơi, đạn lạc... Chính tinh thần kiên cường, bất khuất, một lòng yêu nước của người chiến sĩ Cộng sản đã đưa cuộc chiến đấu đi đến thắng lợi. Không chỉ đơn thuần là một tác phẩm văn học mang ý nghĩa sâu sắc,Cá bống mú còn như một nhân chứng lịch sử phản ánh sự tàn ác của chế độ phong kiến xưa và tôn lên vẻ đẹp sáng ngời của người nông dân như những bông hoa sen trong đầm – “gần bùn mà chẳng hôi tanh”.

Nhà văn Đoàn Giỏi xuất thân trong một gia đình có truyền thống yêu nước nồng nàn. Hầu hết những tác phẩm của ông đều viết về con người và mảnh đất Nam Bộ. Cá bống mú là một trong số những tác phẩm nổi tiếng nhất của nhà văn.",39,20,(0 đánh giá),0,49.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/x/nxbtre_full_15022018_020205.jpg,Ngũ Quái Sài Gòn 15: Người Rừng,Bùi Chí Vinh,NXB Trẻ,2018,Bìa Mềm,"Ngũ Quái Sài Gòn 15: Người Rừng
Tập 15 gồm hai vụ án: Người rừng và Ông già Noel.
Các bạn trẻ lại tiếp tục giúp lực lượng chức năng phá thêm hai vụ án với nhiều khúc mắc và hiểm nguy. Trên tất cả, Ngũ Quái Sài Gòn đã thể hiện tinh thần đồng đội tuyệt vời, chiến đấu thật dũng cảm.",42,15,(0 đánh giá),0,50.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_216007.jpg,Tuyển Tập Truyện Ngắn Vũ Bão,Vũ Bão,NXB Thanh Niên,2020,Bìa Mềm,"“Tấm ảnh thằng Vĩnh phất cờ vẫn treo trong phòng truyền thống sư đoàn. Gần đây, đạo diễn Máctin Xmít đã mời Vĩnh sang Anh bốc phét về chuyện cắm cờ để quảng cáo cho bộ phim Máu và hoa. Thằng con trời ấy, số nó đỏ thật. Giá lúc tôi bảo nó đưa băng đạn và cả hai quả lựu đạn cho tôi, nó tự ái khi thấy danh dự bị xúc phạm, nó liền lao lên lấy thân mình lấp ngay lỗ châu mai thì bây giờ làm sao còn sống mà sang Anh bốc phét nữa. Ở bên Anh, làm sao người ta biết được nó đã vãi linh hồn trong trận đánh bốt Chè. Cái quần trong phim là cái quần khác đấy”.

- Trích truyện ngắn Người vãi linh hồn -

Nhà văn Vũ Bão (1931-2006) viết nhiều thể loại truyện, tiểu thuyết, kịch bản phim và thuộc thế hệ nhà văn trưởng thành từ kháng chiến chống Pháp sang kháng chiến chống Mỹ. Tác phẩm của ông đậm tính trào lộng, miêu tả chân xác hiện thực đương thời, được nhiều thế hệ người đọc Việt Nam yêu thích. Nhà văn Hồ Anh Thái nhận xét về ông, đại ý: Sinh thời ở đâu có nhà văn Vũ Bão là ở đấy có tiếng cười. Khi trở về với tổ tiên thì những bồ chữ của ông, từ hồi ký, tiểu thuyết, tập truyện ngắn… lại chính là “tiếng cười còn ở lại” dành cho thế hệ hôm nay và mai sau.",95,20,(0 đánh giá),0,119.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935236410755.jpg,Nguyễn Du -Truyện Thúy Kiều (Bản Đặc Biệt),Nguyễn Du,NXB Văn Học,2018,Bìa Cứng,"""Truyện Kiều còn, tiếng ta còn;

Tiếng ta còn, nước ta còn.""

(Phạm Quỳnh)

Từ lâu, Truyện Kiều của Nguyễn Du đã hiện diện trong đời sống của dân tộc Việt Nam ta và trở thành một phần quan trọng làm nên vẻ đẹp của tâm hồn Việt, tinh hoa văn hóa Việt. Vượt qua thăng trầm lịch sử, “Truyện Kiều” đã thực sự có một đời sống phong phú và sinh động trong lòng nhân dân ta, đồng thời, với những giá trị tự thân của mình, tác phẩm dường như cũng trở thành một chiếc chìa khóa mở đường cho bè bạn quốc tế đến với nền văn hóa, văn học, nghệ thuật của dân tộc ta. Càng đọc Kiều, càng hiểu Kiều, ta càng trân trọng di sản tinh thần vô giá mà cha ông đã để lại và tin rằng: “Truyện Kiều còn, tiếng ta còn, tiếng ta còn, nước ta còn” (Phạm Quỳnh).

Nhóm hiệu khảo Bùi Kỷ & Trần Trọng Kim (in và đối chiếu các bản in lần 5, 7, 8, trước 1975) để hiệu chính là cho gần được như nguyên văn, lại hết sức tìm tòi đủ các điển tích mà giải thích cho rõ ràng, để ai xem cũng hiểu, không phải ngờ điều gì nữa.",76,15,(6 đánh giá),0,90.000 đ
Tiếng Việt,Ngôn Tình,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935212349208.jpg,Bến Xe (Tái Bản 2020),Thương Thái Vi,NXB Văn Học,2020,Bìa Mềm,"Bến Xe (Tái Bản 2020)
Bến Xe
Thứ tôi có thể cho em trong cuộc đời này
chỉ là danh dự trong sạch
và một tương lai tươi đẹp mà thôi.
Thế nhưng, nếu chúng ta có kiếp sau,
nếu kiếp sau tôi có đôi mắt sáng,
tôi sẽ ở bến xe này… đợi em.",60,20,(16 đánh giá),30750,76.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095623594.jpg,Tuyển Thơ Trần Đăng Khoa,Trần Đăng Khoa,NXB Văn Học,16-Oct,Bìa Mềm,"Những năm gần đây, Trần Đăng Khoa cho ra đời một loạt tập văn xuôi, bao gồm đủ các thể loại tiểu thuyết, bình luận văn chương, truyện ngắn, bút ký, ghi chép, tản văn... Hầu hết các tập văn xuôi của ông đều được bạn đọc rộng rãi đón nhận nồng nhiệt. có tập trong một năm được in đi in lại nhiều lần. Tuy vậy, bạn đọc vẫn không quên một Trần Đăng Khoa nhà thơ, mà tên tuổi đã trở nên quen thuộc với đông đảo bạn đọc từ khi ông 8 tuổi (1966). Hàng năm, các tuyển tập thơ của Trần Đăng Khoa vẫn được in lại ở nhiều nhà xuất bản khác nhau.
Năm 2001, ông được Chủ tịch nước trao tặng Giải thưởng Nhà nước đợt 1 về văn học nghệ thuật cho ba tập thơ: GÓC SÂN VÀ KHOẢNG TRỜI, BÊN CỬA SỔ MÁY BAY, TUYỂN THƠ TRẦN ĐĂNG KHOA (1966-2000)
Cuốn TUYỂN THƠ này sẽ đem đến bạn đọc một tuyển thơ Trần Đăng Khoa đầy đủ. Chọn trong các tập thơ đã được trao Giải thưởng Nhà nước của ông, chọn lọc những sáng tác của ông từ tuổi ấu thơ cho đến những năm gần đây. Cũng là dịp để bạn đọc có một cái nhìn tương đối tổng thể, khoa học, khách quan về một mảng sáng tác của Trần Đăng Khoa.
Cùng với tác phẩm thơ, cuốn sách giới thiệu thêm những lời bộc bạch của nhà thơ về một số bài thơ đã quen thuộc, đó là những câu chuyện, những “bí mật” ở đằng sau những bài thơ để bạn đọc hiểu rõ hơn. Một số cuộc trò chuyện này đã được giới thiệu trên các báo Thiếu niên Tiền Phong, tạp chí Toán tuổi thơ, Văn học và Tuổi trẻ, và Thơ chọn với lời bình dành cho học sinh Tiểu học (NXB Giáo dục, Hà Nội).
Cuốn sách sẽ là một chân dung thơ tương đối toàn vẹn để nhà thơ có thể Đối thoại với bạn đọc về những gì tinh túy nhất đã có trong một chặng đường thơ nửa thế kỷ của ông …",100,20,(2 đánh giá),0,125.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_47019.jpg,Kaa Du Kí,Kaa Illustration,NXB Kim Đồng,2020,Bìa Mềm,"Kaa Du Kí - quyển sách du kí trong hình thức infographic book của Kaa, tức họa sĩ Huỳnh Kim Liên và Phùng Nguyên Quang
Kaa Du Kí đưa đến cho bạn đọc rất nhiều kĩ năng du lịch, từ chuẩn bị hành trang, mẫu câu giao tiếp đơn giản nhưng hữu dụng, cho đến những điều nên và không nên làm khi ở nước bạn...
Bên cạnh đó chuyến du kí còn là các mẩu chuyện nho nhỏ, dễ thương và hài hước trên hành trình của những người bạn trẻ tuổi. Đấy là trò chơi tìm kho báu khi các bạn cùng nhau đi tìm chìa khóa để vào căn hộ airbnb. Đấy là kỉ niệm thót tim khi các bạn lạc mất túi đồ của cả nhóm. Đấy là vẻ đẹp tuyệt vĩ của thiên nhiên mà các bạn cùng ngần ngơ ngắm nhìn. Đấy là lần các bạn giận nhau vì lỡ mất một quán ăn ngon, nhưng rồi vẫn cùng co ro sưởi ấm trong cái lạnh miền núi.
Những câu chuyện gần gũi và đơn giản về tình bạn như thế sẽ khiến bạn cứ muốn giở mãi từng trang của quyển du kí đáng yêu này.",152,5,(1 đánh giá),0,160.000 đ
